Date,Open,High,Low,Close,Volume,"('Close', 'COIN')","('High', 'COIN')","('Low', 'COIN')","('Open', 'COIN')","('Volume', 'COIN')","('Close', 'COIN')","('High', 'COIN')","('Low', 'COIN')","('Open', 'COIN')","('Volume', 'COIN')"
1978-09-25,,,,,,,,,,,,,,,
1978-09-26,,,,,,,,,,,,,,,
1978-09-27,,,,,,,,,,,,,,,
1978-09-28,,,,,,,,,,,,,,,
1978-09-29,,,,,,,,,,,,,,,
1978-10-02,,,,,,,,,,,,,,,
1978-10-03,,,,,,,,,,,,,,,
1978-10-04,,,,,,,,,,,,,,,
1978-10-05,,,,,,,,,,,,,,,
1978-10-06,,,,,,,,,,,,,,,
1978-10-09,,,,,,,,,,,,,,,
1978-10-10,,,,,,,,,,,,,,,
1978-10-11,,,,,,,,,,,,,,,
1978-10-12,,,,,,,,,,,,,,,
1978-10-13,,,,,,,,,,,,,,,
1978-10-16,,,,,,,,,,,,,,,
1978-10-17,,,,,,,,,,,,,,,
1978-10-18,,,,,,,,,,,,,,,
1978-10-19,,,,,,,,,,,,,,,
1978-10-20,,,,,,,,,,,,,,,
1978-10-23,,,,,,,,,,,,,,,
1978-10-24,,,,,,,,,,,,,,,
1978-10-25,,,,,,,,,,,,,,,
1978-10-26,,,,,,,,,,,,,,,
1978-10-27,,,,,,,,,,,,,,,
1978-10-30,,,,,,,,,,,,,,,
1978-10-31,,,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,,,
1978-11-02,,,,,,,,,,,,,,,
1978-11-03,,,,,,,,,,,,,,,
1978-11-06,,,,,,,,,,,,,,,
1978-11-07,,,,,,,,,,,,,,,
1978-11-08,,,,,,,,,,,,,,,
1978-11-09,,,,,,,,,,,,,,,
1978-11-10,,,,,,,,,,,,,,,
1978-11-13,,,,,,,,,,,,,,,
1978-11-14,,,,,,,,,,,,,,,
1978-11-15,,,,,,,,,,,,,,,
1978-11-16,,,,,,,,,,,,,,,
1978-11-17,,,,,,,,,,,,,,,
1978-11-20,,,,,,,,,,,,,,,
1978-11-21,,,,,,,,,,,,,,,
1978-11-22,,,,,,,,,,,,,,,
1978-11-24,,,,,,,,,,,,,,,
1978-11-27,,,,,,,,,,,,,,,
1978-11-28,,,,,,,,,,,,,,,
1978-11-29,,,,,,,,,,,,,,,
1978-11-30,,,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,,,
1978-12-04,,,,,,,,,,,,,,,
1978-12-05,,,,,,,,,,,,,,,
1978-12-06,,,,,,,,,,,,,,,
1978-12-07,,,,,,,,,,,,,,,
1978-12-08,,,,,,,,,,,,,,,
1978-12-11,,,,,,,,,,,,,,,
1978-12-12,,,,,,,,,,,,,,,
1978-12-13,,,,,,,,,,,,,,,
1978-12-14,,,,,,,,,,,,,,,
1978-12-15,,,,,,,,,,,,,,,
1978-12-18,,,,,,,,,,,,,,,
1978-12-19,,,,,,,,,,,,,,,
1978-12-20,,,,,,,,,,,,,,,
1978-12-21,,,,,,,,,,,,,,,
1978-12-22,,,,,,,,,,,,,,,
1978-12-26,,,,,,,,,,,,,,,
1978-12-27,,,,,,,,,,,,,,,
1978-12-28,,,,,,,,,,,,,,,
1978-12-29,,,,,,,,,,,,,,,
1979-01-02,,,,,,,,,,,,,,,
1979-01-03,,,,,,,,,,,,,,,
1979-01-04,,,,,,,,,,,,,,,
1979-01-05,,,,,,,,,,,,,,,
1979-01-08,,,,,,,,,,,,,,,
1979-01-09,,,,,,,,,,,,,,,
1979-01-10,,,,,,,,,,,,,,,
1979-01-11,,,,,,,,,,,,,,,
1979-01-12,,,,,,,,,,,,,,,
1979-01-15,,,,,,,,,,,,,,,
1979-01-16,,,,,,,,,,,,,,,
1979-01-17,,,,,,,,,,,,,,,
1979-01-18,,,,,,,,,,,,,,,
1979-01-19,,,,,,,,,,,,,,,
1979-01-22,,,,,,,,,,,,,,,
1979-01-23,,,,,,,,,,,,,,,
1979-01-24,,,,,,,,,,,,,,,
1979-01-25,,,,,,,,,,,,,,,
1979-01-26,,,,,,,,,,,,,,,
1979-01-29,,,,,,,,,,,,,,,
1979-01-30,,,,,,,,,,,,,,,
1979-01-31,,,,,,,,,,,,,,,
1979-02-01,,,,,,,,,,,,,,,
1979-02-02,,,,,,,,,,,,,,,
1979-02-05,,,,,,,,,,,,,,,
1979-02-06,,,,,,,,,,,,,,,
1979-02-07,,,,,,,,,,,,,,,
1979-02-08,,,,,,,,,,,,,,,
1979-02-09,,,,,,,,,,,,,,,
1979-02-12,,,,,,,,,,,,,,,
1979-02-13,,,,,,,,,,,,,,,
1979-02-14,,,,,,,,,,,,,,,
1979-02-15,,,,,,,,,,,,,,,
1979-02-16,,,,,,,,,,,,,,,
1979-02-20,,,,,,,,,,,,,,,
1979-02-21,,,,,,,,,,,,,,,
1979-02-22,,,,,,,,,,,,,,,
1979-02-23,,,,,,,,,,,,,,,
1979-02-26,,,,,,,,,,,,,,,
1979-02-27,,,,,,,,,,,,,,,
1979-02-28,,,,,,,,,,,,,,,
1979-03-01,,,,,,,,,,,,,,,
1979-03-02,,,,,,,,,,,,,,,
1979-03-05,,,,,,,,,,,,,,,
1979-03-06,,,,,,,,,,,,,,,
1979-03-07,,,,,,,,,,,,,,,
1979-03-08,,,,,,,,,,,,,,,
1979-03-09,,,,,,,,,,,,,,,
1979-03-12,,,,,,,,,,,,,,,
1979-03-13,,,,,,,,,,,,,,,
1979-03-14,,,,,,,,,,,,,,,
1979-03-15,,,,,,,,,,,,,,,
1979-03-16,,,,,,,,,,,,,,,
1979-03-19,,,,,,,,,,,,,,,
1979-03-20,,,,,,,,,,,,,,,
1979-03-21,,,,,,,,,,,,,,,
1979-03-22,,,,,,,,,,,,,,,
1979-03-23,,,,,,,,,,,,,,,
1979-03-26,,,,,,,,,,,,,,,
1979-03-27,,,,,,,,,,,,,,,
1979-03-28,,,,,,,,,,,,,,,
1979-03-29,,,,,,,,,,,,,,,
1979-03-30,,,,,,,,,,,,,,,
1979-04-02,,,,,,,,,,,,,,,
1979-04-03,,,,,,,,,,,,,,,
1979-04-04,,,,,,,,,,,,,,,
1979-04-05,,,,,,,,,,,,,,,
1979-04-06,,,,,,,,,,,,,,,
1979-04-09,,,,,,,,,,,,,,,
1979-04-10,,,,,,,,,,,,,,,
1979-04-11,,,,,,,,,,,,,,,
1979-04-12,,,,,,,,,,,,,,,
1979-04-16,,,,,,,,,,,,,,,
1979-04-17,,,,,,,,,,,,,,,
1979-04-18,,,,,,,,,,,,,,,
1979-04-19,,,,,,,,,,,,,,,
1979-04-20,,,,,,,,,,,,,,,
1979-04-23,,,,,,,,,,,,,,,
1979-04-24,,,,,,,,,,,,,,,
1979-04-25,,,,,,,,,,,,,,,
1979-04-26,,,,,,,,,,,,,,,
1979-04-27,,,,,,,,,,,,,,,
1979-04-30,,,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,,,
1979-05-02,,,,,,,,,,,,,,,
1979-05-03,,,,,,,,,,,,,,,
1979-05-04,,,,,,,,,,,,,,,
1979-05-07,,,,,,,,,,,,,,,
1979-05-08,,,,,,,,,,,,,,,
1979-05-09,,,,,,,,,,,,,,,
1979-05-10,,,,,,,,,,,,,,,
1979-05-11,,,,,,,,,,,,,,,
1979-05-14,,,,,,,,,,,,,,,
1979-05-15,,,,,,,,,,,,,,,
1979-05-16,,,,,,,,,,,,,,,
1979-05-17,,,,,,,,,,,,,,,
1979-05-18,,,,,,,,,,,,,,,
1979-05-21,,,,,,,,,,,,,,,
1979-05-22,,,,,,,,,,,,,,,
1979-05-23,,,,,,,,,,,,,,,
1979-05-24,,,,,,,,,,,,,,,
1979-05-25,,,,,,,,,,,,,,,
1979-05-29,,,,,,,,,,,,,,,
1979-05-30,,,,,,,,,,,,,,,
1979-05-31,,,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,,,
1979-06-04,,,,,,,,,,,,,,,
1979-06-05,,,,,,,,,,,,,,,
1979-06-06,,,,,,,,,,,,,,,
1979-06-07,,,,,,,,,,,,,,,
1979-06-08,,,,,,,,,,,,,,,
1979-06-11,,,,,,,,,,,,,,,
1979-06-12,,,,,,,,,,,,,,,
1979-06-13,,,,,,,,,,,,,,,
1979-06-14,,,,,,,,,,,,,,,
1979-06-15,,,,,,,,,,,,,,,
1979-06-18,,,,,,,,,,,,,,,
1979-06-19,,,,,,,,,,,,,,,
1979-06-20,,,,,,,,,,,,,,,
1979-06-21,,,,,,,,,,,,,,,
1979-06-22,,,,,,,,,,,,,,,
1979-06-25,,,,,,,,,,,,,,,
1979-06-26,,,,,,,,,,,,,,,
1979-06-27,,,,,,,,,,,,,,,
1979-06-28,,,,,,,,,,,,,,,
1979-06-29,,,,,,,,,,,,,,,
1979-07-02,,,,,,,,,,,,,,,
1979-07-03,,,,,,,,,,,,,,,
1979-07-05,,,,,,,,,,,,,,,
1979-07-06,,,,,,,,,,,,,,,
1979-07-09,,,,,,,,,,,,,,,
1979-07-10,,,,,,,,,,,,,,,
1979-07-11,,,,,,,,,,,,,,,
1979-07-12,,,,,,,,,,,,,,,
1979-07-13,,,,,,,,,,,,,,,
1979-07-16,,,,,,,,,,,,,,,
1979-07-17,,,,,,,,,,,,,,,
1979-07-18,,,,,,,,,,,,,,,
1979-07-19,,,,,,,,,,,,,,,
1979-07-20,,,,,,,,,,,,,,,
1979-07-23,,,,,,,,,,,,,,,
1979-07-24,,,,,,,,,,,,,,,
1979-07-25,,,,,,,,,,,,,,,
1979-07-26,,,,,,,,,,,,,,,
1979-07-27,,,,,,,,,,,,,,,
1979-07-30,,,,,,,,,,,,,,,
1979-07-31,,,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,,,
1979-08-02,,,,,,,,,,,,,,,
1979-08-03,,,,,,,,,,,,,,,
1979-08-06,,,,,,,,,,,,,,,
1979-08-07,,,,,,,,,,,,,,,
1979-08-08,,,,,,,,,,,,,,,
1979-08-09,,,,,,,,,,,,,,,
1979-08-10,,,,,,,,,,,,,,,
1979-08-13,,,,,,,,,,,,,,,
1979-08-14,,,,,,,,,,,,,,,
1979-08-15,,,,,,,,,,,,,,,
1979-08-16,,,,,,,,,,,,,,,
1979-08-17,,,,,,,,,,,,,,,
1979-08-20,,,,,,,,,,,,,,,
1979-08-21,,,,,,,,,,,,,,,
1979-08-22,,,,,,,,,,,,,,,
1979-08-23,,,,,,,,,,,,,,,
1979-08-24,,,,,,,,,,,,,,,
1979-08-27,,,,,,,,,,,,,,,
1979-08-28,,,,,,,,,,,,,,,
1979-08-29,,,,,,,,,,,,,,,
1979-08-30,,,,,,,,,,,,,,,
1979-08-31,,,,,,,,,,,,,,,
1979-09-04,,,,,,,,,,,,,,,
1979-09-05,,,,,,,,,,,,,,,
1979-09-06,,,,,,,,,,,,,,,
1979-09-07,,,,,,,,,,,,,,,
1979-09-10,,,,,,,,,,,,,,,
1979-09-11,,,,,,,,,,,,,,,
1979-09-12,,,,,,,,,,,,,,,
1979-09-13,,,,,,,,,,,,,,,
1979-09-14,,,,,,,,,,,,,,,
1979-09-17,,,,,,,,,,,,,,,
1979-09-18,,,,,,,,,,,,,,,
1979-09-19,,,,,,,,,,,,,,,
1979-09-20,,,,,,,,,,,,,,,
1979-09-21,,,,,,,,,,,,,,,
1979-09-24,,,,,,,,,,,,,,,
1979-09-25,,,,,,,,,,,,,,,
1979-09-26,,,,,,,,,,,,,,,
1979-09-27,,,,,,,,,,,,,,,
1979-09-28,,,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,,,
1979-10-02,,,,,,,,,,,,,,,
1979-10-03,,,,,,,,,,,,,,,
1979-10-04,,,,,,,,,,,,,,,
1979-10-05,,,,,,,,,,,,,,,
1979-10-08,,,,,,,,,,,,,,,
1979-10-09,,,,,,,,,,,,,,,
1979-10-10,,,,,,,,,,,,,,,
1979-10-11,,,,,,,,,,,,,,,
1979-10-12,,,,,,,,,,,,,,,
1979-10-15,,,,,,,,,,,,,,,
1979-10-16,,,,,,,,,,,,,,,
1979-10-17,,,,,,,,,,,,,,,
1979-10-18,,,,,,,,,,,,,,,
1979-10-19,,,,,,,,,,,,,,,
1979-10-22,,,,,,,,,,,,,,,
1979-10-23,,,,,,,,,,,,,,,
1979-10-24,,,,,,,,,,,,,,,
1979-10-25,,,,,,,,,,,,,,,
1979-10-26,,,,,,,,,,,,,,,
1979-10-29,,,,,,,,,,,,,,,
1979-10-30,,,,,,,,,,,,,,,
1979-10-31,,,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,,,
1979-11-02,,,,,,,,,,,,,,,
1979-11-05,,,,,,,,,,,,,,,
1979-11-06,,,,,,,,,,,,,,,
1979-11-07,,,,,,,,,,,,,,,
1979-11-08,,,,,,,,,,,,,,,
1979-11-09,,,,,,,,,,,,,,,
1979-11-12,,,,,,,,,,,,,,,
1979-11-13,,,,,,,,,,,,,,,
1979-11-14,,,,,,,,,,,,,,,
1979-11-15,,,,,,,,,,,,,,,
1979-11-16,,,,,,,,,,,,,,,
1979-11-19,,,,,,,,,,,,,,,
1979-11-20,,,,,,,,,,,,,,,
1979-11-21,,,,,,,,,,,,,,,
1979-11-23,,,,,,,,,,,,,,,
1979-11-26,,,,,,,,,,,,,,,
1979-11-27,,,,,,,,,,,,,,,
1979-11-28,,,,,,,,,,,,,,,
1979-11-29,,,,,,,,,,,,,,,
1979-11-30,,,,,,,,,,,,,,,
1979-12-03,,,,,,,,,,,,,,,
1979-12-04,,,,,,,,,,,,,,,
1979-12-05,,,,,,,,,,,,,,,
1979-12-06,,,,,,,,,,,,,,,
1979-12-07,,,,,,,,,,,,,,,
1979-12-10,,,,,,,,,,,,,,,
1979-12-11,,,,,,,,,,,,,,,
1979-12-12,,,,,,,,,,,,,,,
1979-12-13,,,,,,,,,,,,,,,
1979-12-14,,,,,,,,,,,,,,,
1979-12-17,,,,,,,,,,,,,,,
1979-12-18,,,,,,,,,,,,,,,
1979-12-19,,,,,,,,,,,,,,,
1979-12-20,,,,,,,,,,,,,,,
1979-12-21,,,,,,,,,,,,,,,
1979-12-24,,,,,,,,,,,,,,,
1979-12-26,,,,,,,,,,,,,,,
1979-12-27,,,,,,,,,,,,,,,
1979-12-28,,,,,,,,,,,,,,,
1979-12-31,,,,,,,,,,,,,,,
1980-01-02,,,,,,,,,,,,,,,
1980-01-03,,,,,,,,,,,,,,,
1980-01-04,,,,,,,,,,,,,,,
1980-01-07,,,,,,,,,,,,,,,
1980-01-08,,,,,,,,,,,,,,,
1980-01-09,,,,,,,,,,,,,,,
1980-01-10,,,,,,,,,,,,,,,
1980-01-11,,,,,,,,,,,,,,,
1980-01-14,,,,,,,,,,,,,,,
1980-01-15,,,,,,,,,,,,,,,
1980-01-16,,,,,,,,,,,,,,,
1980-01-17,,,,,,,,,,,,,,,
1980-01-18,,,,,,,,,,,,,,,
1980-01-21,,,,,,,,,,,,,,,
1980-01-22,,,,,,,,,,,,,,,
1980-01-23,,,,,,,,,,,,,,,
1980-01-24,,,,,,,,,,,,,,,
1980-01-25,,,,,,,,,,,,,,,
1980-01-28,,,,,,,,,,,,,,,
1980-01-29,,,,,,,,,,,,,,,
1980-01-30,,,,,,,,,,,,,,,
1980-01-31,,,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,,,
1980-02-04,,,,,,,,,,,,,,,
1980-02-05,,,,,,,,,,,,,,,
1980-02-06,,,,,,,,,,,,,,,
1980-02-07,,,,,,,,,,,,,,,
1980-02-08,,,,,,,,,,,,,,,
1980-02-11,,,,,,,,,,,,,,,
1980-02-12,,,,,,,,,,,,,,,
1980-02-13,,,,,,,,,,,,,,,
1980-02-14,,,,,,,,,,,,,,,
1980-02-15,,,,,,,,,,,,,,,
1980-02-19,,,,,,,,,,,,,,,
1980-02-20,,,,,,,,,,,,,,,
1980-02-21,,,,,,,,,,,,,,,
1980-02-22,,,,,,,,,,,,,,,
1980-02-25,,,,,,,,,,,,,,,
1980-02-26,,,,,,,,,,,,,,,
1980-02-27,,,,,,,,,,,,,,,
1980-02-28,,,,,,,,,,,,,,,
1980-02-29,,,,,,,,,,,,,,,
1980-03-03,,,,,,,,,,,,,,,
1980-03-04,,,,,,,,,,,,,,,
1980-03-05,,,,,,,,,,,,,,,
1980-03-06,,,,,,,,,,,,,,,
1980-03-07,,,,,,,,,,,,,,,
1980-03-10,,,,,,,,,,,,,,,
1980-03-11,,,,,,,,,,,,,,,
1980-03-12,,,,,,,,,,,,,,,
1980-03-13,,,,,,,,,,,,,,,
1980-03-14,,,,,,,,,,,,,,,
1980-03-17,,,,,,,,,,,,,,,
1980-03-18,,,,,,,,,,,,,,,
1980-03-19,,,,,,,,,,,,,,,
1980-03-20,,,,,,,,,,,,,,,
1980-03-21,,,,,,,,,,,,,,,
1980-03-24,,,,,,,,,,,,,,,
1980-03-25,,,,,,,,,,,,,,,
1980-03-26,,,,,,,,,,,,,,,
1980-03-27,,,,,,,,,,,,,,,
1980-03-28,,,,,,,,,,,,,,,
1980-03-31,,,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,
1980-04-02,,,,,,,,,,,,,,,
1980-04-03,,,,,,,,,,,,,,,
1980-04-07,,,,,,,,,,,,,,,
1980-04-08,,,,,,,,,,,,,,,
1980-04-09,,,,,,,,,,,,,,,
1980-04-10,,,,,,,,,,,,,,,
1980-04-11,,,,,,,,,,,,,,,
1980-04-14,,,,,,,,,,,,,,,
1980-04-15,,,,,,,,,,,,,,,
1980-04-16,,,,,,,,,,,,,,,
1980-04-17,,,,,,,,,,,,,,,
1980-04-18,,,,,,,,,,,,,,,
1980-04-21,,,,,,,,,,,,,,,
1980-04-22,,,,,,,,,,,,,,,
1980-04-23,,,,,,,,,,,,,,,
1980-04-24,,,,,,,,,,,,,,,
1980-04-25,,,,,,,,,,,,,,,
1980-04-28,,,,,,,,,,,,,,,
1980-04-29,,,,,,,,,,,,,,,
1980-04-30,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,
1980-05-02,,,,,,,,,,,,,,,
1980-05-05,,,,,,,,,,,,,,,
1980-05-06,,,,,,,,,,,,,,,
1980-05-07,,,,,,,,,,,,,,,
1980-05-08,,,,,,,,,,,,,,,
1980-05-09,,,,,,,,,,,,,,,
1980-05-12,,,,,,,,,,,,,,,
1980-05-13,,,,,,,,,,,,,,,
1980-05-14,,,,,,,,,,,,,,,
1980-05-15,,,,,,,,,,,,,,,
1980-05-16,,,,,,,,,,,,,,,
1980-05-19,,,,,,,,,,,,,,,
1980-05-20,,,,,,,,,,,,,,,
1980-05-21,,,,,,,,,,,,,,,
1980-05-22,,,,,,,,,,,,,,,
1980-05-23,,,,,,,,,,,,,,,
1980-05-27,,,,,,,,,,,,,,,
1980-05-28,,,,,,,,,,,,,,,
1980-05-29,,,,,,,,,,,,,,,
1980-05-30,,,,,,,,,,,,,,,
1980-06-02,,,,,,,,,,,,,,,
1980-06-03,,,,,,,,,,,,,,,
1980-06-04,,,,,,,,,,,,,,,
1980-06-05,,,,,,,,,,,,,,,
1980-06-06,,,,,,,,,,,,,,,
1980-06-09,,,,,,,,,,,,,,,
1980-06-10,,,,,,,,,,,,,,,
1980-06-11,,,,,,,,,,,,,,,
1980-06-12,,,,,,,,,,,,,,,
1980-06-13,,,,,,,,,,,,,,,
1980-06-16,,,,,,,,,,,,,,,
1980-06-17,,,,,,,,,,,,,,,
1980-06-18,,,,,,,,,,,,,,,
1980-06-19,,,,,,,,,,,,,,,
1980-06-20,,,,,,,,,,,,,,,
1980-06-23,,,,,,,,,,,,,,,
1980-06-24,,,,,,,,,,,,,,,
1980-06-25,,,,,,,,,,,,,,,
1980-06-26,,,,,,,,,,,,,,,
1980-06-27,,,,,,,,,,,,,,,
1980-06-30,,,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,
1980-07-02,,,,,,,,,,,,,,,
1980-07-03,,,,,,,,,,,,,,,
1980-07-07,,,,,,,,,,,,,,,
1980-07-08,,,,,,,,,,,,,,,
1980-07-09,,,,,,,,,,,,,,,
1980-07-10,,,,,,,,,,,,,,,
1980-07-11,,,,,,,,,,,,,,,
1980-07-14,,,,,,,,,,,,,,,
1980-07-15,,,,,,,,,,,,,,,
1980-07-16,,,,,,,,,,,,,,,
1980-07-17,,,,,,,,,,,,,,,
1980-07-18,,,,,,,,,,,,,,,
1980-07-21,,,,,,,,,,,,,,,
1980-07-22,,,,,,,,,,,,,,,
1980-07-23,,,,,,,,,,,,,,,
1980-07-24,,,,,,,,,,,,,,,
1980-07-25,,,,,,,,,,,,,,,
1980-07-28,,,,,,,,,,,,,,,
1980-07-29,,,,,,,,,,,,,,,
1980-07-30,,,,,,,,,,,,,,,
1980-07-31,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,
1980-08-04,,,,,,,,,,,,,,,
1980-08-05,,,,,,,,,,,,,,,
1980-08-06,,,,,,,,,,,,,,,
1980-08-07,,,,,,,,,,,,,,,
1980-08-08,,,,,,,,,,,,,,,
1980-08-11,,,,,,,,,,,,,,,
1980-08-12,,,,,,,,,,,,,,,
1980-08-13,,,,,,,,,,,,,,,
1980-08-14,,,,,,,,,,,,,,,
1980-08-15,,,,,,,,,,,,,,,
1980-08-18,,,,,,,,,,,,,,,
1980-08-19,,,,,,,,,,,,,,,
1980-08-20,,,,,,,,,,,,,,,
1980-08-21,,,,,,,,,,,,,,,
1980-08-22,,,,,,,,,,,,,,,
1980-08-25,,,,,,,,,,,,,,,
1980-08-26,,,,,,,,,,,,,,,
1980-08-27,,,,,,,,,,,,,,,
1980-08-28,,,,,,,,,,,,,,,
1980-08-29,,,,,,,,,,,,,,,
1980-09-02,,,,,,,,,,,,,,,
1980-09-03,,,,,,,,,,,,,,,
1980-09-04,,,,,,,,,,,,,,,
1980-09-05,,,,,,,,,,,,,,,
1980-09-08,,,,,,,,,,,,,,,
1980-09-09,,,,,,,,,,,,,,,
1980-09-10,,,,,,,,,,,,,,,
1980-09-11,,,,,,,,,,,,,,,
1980-09-12,,,,,,,,,,,,,,,
1980-09-15,,,,,,,,,,,,,,,
1980-09-16,,,,,,,,,,,,,,,
1980-09-17,,,,,,,,,,,,,,,
1980-09-18,,,,,,,,,,,,,,,
1980-09-19,,,,,,,,,,,,,,,
1980-09-22,,,,,,,,,,,,,,,
1980-09-23,,,,,,,,,,,,,,,
1980-09-24,,,,,,,,,,,,,,,
1980-09-25,,,,,,,,,,,,,,,
1980-09-26,,,,,,,,,,,,,,,
1980-09-29,,,,,,,,,,,,,,,
1980-09-30,,,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,
1980-10-02,,,,,,,,,,,,,,,
1980-10-03,,,,,,,,,,,,,,,
1980-10-06,,,,,,,,,,,,,,,
1980-10-07,,,,,,,,,,,,,,,
1980-10-08,,,,,,,,,,,,,,,
1980-10-09,,,,,,,,,,,,,,,
1980-10-10,,,,,,,,,,,,,,,
1980-10-13,,,,,,,,,,,,,,,
1980-10-14,,,,,,,,,,,,,,,
1980-10-15,,,,,,,,,,,,,,,
1980-10-16,,,,,,,,,,,,,,,
1980-10-17,,,,,,,,,,,,,,,
1980-10-20,,,,,,,,,,,,,,,
1980-10-21,,,,,,,,,,,,,,,
1980-10-22,,,,,,,,,,,,,,,
1980-10-23,,,,,,,,,,,,,,,
1980-10-24,,,,,,,,,,,,,,,
1980-10-27,,,,,,,,,,,,,,,
1980-10-28,,,,,,,,,,,,,,,
1980-10-29,,,,,,,,,,,,,,,
1980-10-30,,,,,,,,,,,,,,,
1980-10-31,,,,,,,,,,,,,,,
1980-11-03,,,,,,,,,,,,,,,
1980-11-05,,,,,,,,,,,,,,,
1980-11-06,,,,,,,,,,,,,,,
1980-11-07,,,,,,,,,,,,,,,
1980-11-10,,,,,,,,,,,,,,,
1980-11-11,,,,,,,,,,,,,,,
1980-11-12,,,,,,,,,,,,,,,
1980-11-13,,,,,,,,,,,,,,,
1980-11-14,,,,,,,,,,,,,,,
1980-11-17,,,,,,,,,,,,,,,
1980-11-18,,,,,,,,,,,,,,,
1980-11-19,,,,,,,,,,,,,,,
1980-11-20,,,,,,,,,,,,,,,
1980-11-21,,,,,,,,,,,,,,,
1980-11-24,,,,,,,,,,,,,,,
1980-11-25,,,,,,,,,,,,,,,
1980-11-26,,,,,,,,,,,,,,,
1980-11-28,,,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,,,
1980-12-02,,,,,,,,,,,,,,,
1980-12-03,,,,,,,,,,,,,,,
1980-12-04,,,,,,,,,,,,,,,
1980-12-05,,,,,,,,,,,,,,,
1980-12-08,,,,,,,,,,,,,,,
1980-12-09,,,,,,,,,,,,,,,
1980-12-10,,,,,,,,,,,,,,,
1980-12-11,,,,,,,,,,,,,,,
1980-12-12,,,,,,,,,,,,,,,
1980-12-15,,,,,,,,,,,,,,,
1980-12-16,,,,,,,,,,,,,,,
1980-12-17,,,,,,,,,,,,,,,
1980-12-18,,,,,,,,,,,,,,,
1980-12-19,,,,,,,,,,,,,,,
1980-12-22,,,,,,,,,,,,,,,
1980-12-23,,,,,,,,,,,,,,,
1980-12-24,,,,,,,,,,,,,,,
1980-12-26,,,,,,,,,,,,,,,
1980-12-29,,,,,,,,,,,,,,,
1980-12-30,,,,,,,,,,,,,,,
1980-12-31,,,,,,,,,,,,,,,
1981-01-02,,,,,,,,,,,,,,,
1981-01-05,,,,,,,,,,,,,,,
1981-01-06,,,,,,,,,,,,,,,
1981-01-07,,,,,,,,,,,,,,,
1981-01-08,,,,,,,,,,,,,,,
1981-01-09,,,,,,,,,,,,,,,
1981-01-12,,,,,,,,,,,,,,,
1981-01-13,,,,,,,,,,,,,,,
1981-01-14,,,,,,,,,,,,,,,
1981-01-15,,,,,,,,,,,,,,,
1981-01-16,,,,,,,,,,,,,,,
1981-01-19,,,,,,,,,,,,,,,
1981-01-20,,,,,,,,,,,,,,,
1981-01-21,,,,,,,,,,,,,,,
1981-01-22,,,,,,,,,,,,,,,
1981-01-23,,,,,,,,,,,,,,,
1981-01-26,,,,,,,,,,,,,,,
1981-01-27,,,,,,,,,,,,,,,
1981-01-28,,,,,,,,,,,,,,,
1981-01-29,,,,,,,,,,,,,,,
1981-01-30,,,,,,,,,,,,,,,
1981-02-02,,,,,,,,,,,,,,,
1981-02-03,,,,,,,,,,,,,,,
1981-02-04,,,,,,,,,,,,,,,
1981-02-05,,,,,,,,,,,,,,,
1981-02-06,,,,,,,,,,,,,,,
1981-02-09,,,,,,,,,,,,,,,
1981-02-10,,,,,,,,,,,,,,,
1981-02-11,,,,,,,,,,,,,,,
1981-02-12,,,,,,,,,,,,,,,
1981-02-13,,,,,,,,,,,,,,,
1981-02-17,,,,,,,,,,,,,,,
1981-02-18,,,,,,,,,,,,,,,
1981-02-19,,,,,,,,,,,,,,,
1981-02-20,,,,,,,,,,,,,,,
1981-02-23,,,,,,,,,,,,,,,
1981-02-24,,,,,,,,,,,,,,,
1981-02-25,,,,,,,,,,,,,,,
1981-02-26,,,,,,,,,,,,,,,
1981-02-27,,,,,,,,,,,,,,,
1981-03-02,,,,,,,,,,,,,,,
1981-03-03,,,,,,,,,,,,,,,
1981-03-04,,,,,,,,,,,,,,,
1981-03-05,,,,,,,,,,,,,,,
1981-03-06,,,,,,,,,,,,,,,
1981-03-09,,,,,,,,,,,,,,,
1981-03-10,,,,,,,,,,,,,,,
1981-03-11,,,,,,,,,,,,,,,
1981-03-12,,,,,,,,,,,,,,,
1981-03-13,,,,,,,,,,,,,,,
1981-03-16,,,,,,,,,,,,,,,
1981-03-17,,,,,,,,,,,,,,,
1981-03-18,,,,,,,,,,,,,,,
1981-03-19,,,,,,,,,,,,,,,
1981-03-20,,,,,,,,,,,,,,,
1981-03-23,,,,,,,,,,,,,,,
